mx,my,mz
3406,-2518,9183
3406,-2518,9183
3406,-2518,9183
3406,-2518,9183
3406,-2518,9183
3406,-2518,9183
3406,-2518,9183
3406,-2518,9183
3406,-2518,9183
2746,-2435,9447
2746,-2435,9447
2746,-2435,9447
2746,-2435,9447
2746,-2435,9447
2746,-2435,9447
2746,-2435,9447
2746,-2435,9447
1322,-2111,9574
1853,-1756,9373
1853,-1756,9373
1853,-1756,9373
1853,-1756,9373
1853,-1756,9373
1853,-1756,9373
1853,-1756,9373
1853,-1756,9373
2426,-1524,9161
2426,-1524,9161
2426,-1524,9161
2426,-1524,9161
2426,-1524,9161
2426,-1524,9161
2921,-1077,8642
2921,-1077,8642
2921,-1077,8642
2921,-1077,8642
2921,-1077,8642
2481,-1421,9102
2481,-1421,9102
2481,-1421,9102
2481,-1421,9102
2481,-1421,9102
2481,-1421,9102
2481,-1421,9102
4944,-3207,7241
4944,-3207,7241
4949,-3922,5715
4949,-3922,5715
4949,-3922,5715
4935,-3952,6942
4935,-3952,6942
4935,-3952,6942
4935,-3952,6942
4935,-3952,6942
4935,-3952,6942
4935,-3952,6942
4935,-3952,6942
4935,-3952,6942
4600,-3788,7926
4563,-4663,7257
4563,-4663,7257
4563,-4663,7257
4563,-4663,7257
4563,-4663,7257
3991,-4872,7986
3991,-4872,7986
3991,-4872,7986
3991,-4872,7986
3991,-4872,7986
3991,-4872,7986
3991,-4872,7986
3991,-4872,7986
3991,-4872,7986
3991,-4872,7986
4810,-3188,4878
4810,-3188,4878
4810,-3188,4878
4810,-3188,4878
4810,-3188,4878
4810,-3188,4878
4814,-3552,4997
4814,-3552,4997
4814,-3552,4997
4814,-3552,4997
4814,-3552,4997
4814,-3552,4997
4814,-3552,4997
4892,-3925,5348
4892,-3925,5348
4892,-3925,5348
4892,-3925,5348
4892,-3925,5348
4892,-3925,5348
4892,-3925,5348
4819,-4233,5580
4819,-4233,5580
4819,-4233,5580
4819,-4233,5580
4819,-4233,5580
4819,-4233,5580
4819,-4233,5580
4819,-4233,5580
4819,-4233,5580
4508,-4979,5842
4508,-4979,5842
4508,-4979,5842
4508,-4979,5842
4508,-4979,5842
4508,-4979,5842
4508,-4979,5842
4508,-4979,5842
4508,-4979,5842
3938,-5592,5783
3938,-5592,5783
3938,-5592,5783
3938,-5592,5783
3938,-5592,5783
3938,-5592,5783
3938,-5592,5783
3938,-5592,5783
3954,-5537,5495
3954,-5537,5495
1592,-3194,9765
2692,-2946,9559
2692,-2946,9559
2692,-2946,9559
2692,-2946,9559
2692,-2946,9559
4322,-5125,6923
4322,-5125,6923
4322,-5125,6923
